,Date,Brand,ProductDescription,Reason,Company,Url
4031,"Thu, 15 Jan 2015 00:00:00 -0500","Garden Lites, Classic Cooking",Veggie products,"Undeclared peanut,Undeclared Peanut (from Cumin Ingredient)",Classic Cooking LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430560.htm
4032,"Thu, 15 Jan 2015 00:00:00 -0500",Franklin Farms,Veggiburgers,Undeclared peanut,Franklin Farms,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430570.htm
4033,"Wed, 14 Jan 2015 17:00:00 -0500","Mimi&#39;s Products, Rosa Maria",Ground Cumin,"Undeclared peanut, Undeclared Peanut (from Cumin Ingredient)",NAC Foods Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430351.htm
4034,"Wed, 14 Jan 2015 00:00:00 -0500",Market Pantry,Cereal,Undeclared almond,Gilster-Mary Lee,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430388.htm
4035,"Tue, 13 Jan 2015 20:16:00 -0500","Condies, Dr. J",Salsas,"Undeclared peanut, Undeclared Peanut (from Cumin Ingredient)","Condies Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430187.htm
4036,"Tue, 13 Jan 2015 00:00:00 -0500",H-E-B,"Tortillas, Casserole, Gumbo",Undeclared peanut and foreign material,H-E-B,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430407.htm
4037,"Mon, 12 Jan 2015 16:38:00 -0500",My Spice Sage,Ground Cumin,"Undeclared peanuts, Undeclared Peanut (from Cumin Ingredient)",Zenobia Company LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429984.htm
4038,"Mon, 12 Jan 2015 11:54:00 -0500",La Flor,Ground Cumin,"Undeclared peanuts, Undeclared Peanut (from Cumin Ingredient)","La Flor Products Co., Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429870.htm
4039,"Mon, 12 Jan 2015 09:02:00 -0500",Ohio City Pasta,Ravioli,Undeclared shellfish,Ohio City Pasta,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429809.htm
4040,"Mon, 12 Jan 2015 00:00:00 -0500","Casablanca, Salma, Spice Class, more",Cumin Powder,"Undeclared peanuts, Undeclared Peanut (from Cumin Ingredient)",Spice N&#39; More Corp,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429830.htm
4041,"Mon, 12 Jan 2015 00:00:00 -0500",Whole Foods Market,Salted Caramel Crispies,Undeclared almond,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm430161.htm
4042,"Fri, 09 Jan 2015 21:47:00 -0500",Wallcur,Practi-0.9% Sodium Chloride IV bags &amp; Practi-0.9% Sodium Chloride IV bags filled with sterile distilled water,"Products intended for training, simulation and education purposes may have been used outside their intended use",Wallcur,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429724.htm
4043,"Fri, 09 Jan 2015 21:27:00 -0500",Taj Ethnic Gourmet,Simmer Sauces and Spinach Sauce,"Undeclared peanuts, Undeclared Peanut (from Cumin Ingredient)",Taj Ethnic Gourmet,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429719.htm
4044,"Fri, 09 Jan 2015 20:32:00 -0500",MorningStar Farms,Black Bean Burger,Undeclared peanuts,MorningStar Farms,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429690.htm
4045,"Fri, 09 Jan 2015 18:37:00 -0500",Bidart Bros.,Granny Smith Apples and Gala Apples,Listeria monocytogenes,Bidart Bros.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429689.htm
4046,"Fri, 09 Jan 2015 18:07:00 -0500","A K C Inc., Badurik’s Butcher Block and more",Ground cumin and seasoning blends,"Undeclared peanuts, Undeclared Peanut (from Cumin Ingredient)",Con Yeager Spice Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429688.htm
4047,"Fri, 09 Jan 2015 14:06:00 -0500",Winn-Dixie,Sour Cream Lemon Pies,Coconut Cream Pie was mislabeled as Sour Cream Lemon Pie,Winn-Dixie,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429633.htm
4048,"Thu, 08 Jan 2015 00:00:00 -0500",Fitness Gear,Inversion table,Users have the potential to falling and suffer from injuries,Dickâ€™s Sporting Goods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429556.htm
4049,"Thu, 08 Jan 2015 00:00:00 -0500","Cambridge House, Fresh &amp; Easy and more",Smoked Slamon,Listeria monocytogenes,The Santa Barbara Smokehouse Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429733.htm
4050,"Tue, 06 Jan 2015 00:00:00 -0500",H-E-B,Tortiall soup and Poblano corn chowder,Undeclared peanuts,H-E-B,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429338.htm
4051,"Mon, 05 Jan 2015 11:51:00 -0500","Happy Apples, Kroger",Caramel apples,Listeria monocytogenes,Happy Apples Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428852.htm
4052,"Mon, 05 Jan 2015 00:00:00 -0500",Whole Foods Market,Assorted cookie platters,Undeclared tree nuts,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429172.htm
4053,"Mon, 05 Jan 2015 00:00:00 -0500","Eillien&#39;s, Blain&#39;s Farms and Fleet &amp; more",Walnut Pieces,Salmonella contamination,Eillien’s Candies Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429094.htm
4054,"Fri, 02 Jan 2015 20:55:00 -0500",Full Tilt Ice Cream,Ice Cream,Listeria monocytogenes,Full Tilt Ice Cream,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428769.htm
4055,"Fri, 02 Jan 2015 16:23:00 -0500",Zilks,Hummus,Undeclared peanuts,Zilks Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428760.htm
4056,12/31/18,Aurobindo,"Amlodipine Valsartan Tablets USP, Valsartan HCTZ Tablets USP, Valsartan Tablets USP",Undeclared N-nitrosodiethylamine (NDEA),"Aurobindo Pharma USA, Inc.",https://www.fda.gov/Safety/Recalls/ucm629213.htm
4057,12/31/18,Lubrisine,Eye Drops,Undeclared colloidal silver and lack of sterility assurance,Results RNA LLC,https://www.fda.gov/Safety/Recalls/ucm629256.htm
4058,12/26/18,Eat Smart,Salad Shake Ups several flavors,Listeria monocytogenes potential conamination,Apio Inc.,https://www.fda.gov/Safety/Recalls/ucm629152.htm
4059,12/21/18,Columbia River Natural Pet Foods,Dog and Cat fresh frozen meats,Potential to be contaminated with Salmonella and Listeria monocytogenes,Columbia River Natural Pet Foods,https://www.fda.gov/Safety/Recalls/ucm629119.htm
4060,12/20/18,Inspired Organics,"Organic almond butter, Organic Peanut Butter, Organic Tahini Butter",potential contamination of Listeria monocytogenes,"Inspired Organics, LLC",https://www.fda.gov/Safety/Recalls/ucm628989.htm
4061,12/20/18,Terrific Care LLC dba MedEx Supply,Roche CoaguChek test strips,inaccurately reports high INR test results.,"Terrific Care, LLC. / Medex Supply Dist, Inc.",https://www.fda.gov/Safety/Recalls/ucm628976.htm
4062,12/20/18,Torrent Pharmaceuticals Limited,"Losartan potassium tablets, USP",due to the detection of trace amounts of N-nitrosodiethylamine (NDEA),Torrent Pharmaceuticals Limited,https://www.fda.gov/Safety/Recalls/ucm628966.htm
4063,12/20/18,Funky Chunky,Nutty Choco Pop,Undeclared Almond and Cashew Tree Nut,"Funky Chunky, LLC",https://www.fda.gov/Safety/Recalls/ucm629106.htm
4064,12/18/18,Puritan Bennett™,Puritan Bennett™ 980 (PB980) ventilator series,Software update,Medtronic,https://www.fda.gov/Safety/Recalls/ucm628812.htm
4065,12/18/18,Wegmans,"Fresh Cauliflower Rice, Veggie Cauliflower Rice Blend and Stir-Fry Mix with Cauliflower",it may be contaminated with E. Coli O157:H7,Wegmans Food Market Inc.,https://www.fda.gov/Safety/Recalls/ucm628826.htm
4066,12/17/18,Adam Bros. Family Farms,"Red leaf lettuce, green leaf lettuce, and cauliflower",May be contaminated with E.Coli O157:H7,"Adam Bros. Farming, Inc.",https://www.fda.gov/Safety/Recalls/ucm628722.htm
4067,12/17/18,Greens & Grains,Hummus and Quinoa Tabouleh Wrap,Undeclared soy,Atherstone Foods Inc.,https://www.fda.gov/Safety/Recalls/ucm628719.htm
4068,12/17/18,Envoachem Pharmaceuticals,"Dyural-40 and Dyural-80 Convenience Kits Containing Sodium Chloride Injection, USP, 0.9%",Due to latex hazard/product labeling incorrectly states do not contain latex,Asclemed USA Inc dba Envoachem Pharmeceuticals,https://www.fda.gov/Safety/Recalls/ucm628712.htm
4069,12/17/18,Inspired Organics,Organic almond butter,potential contamination of Listeria monocytogenes,"Inspired Organics, LLC",https://www.fda.gov/Safety/Recalls/ucm628680.htm
4070,12/15/18,"Eat Smart, Salad Shake Ups",Salads,Listeria monocytogenes,"Apio, Inc.",https://www.fda.gov/Safety/Recalls/ucm628566.htm
4071,12/15/18,"Northwest Cuisine Creations, Fresh&Local",Sandwiches,E. coli,"Spokane Produce, Inc.",https://www.fda.gov/Safety/Recalls/ucm628583.htm
4072,12/11/18,Moonstruck,Sea Salt Caramels Tumbled In Milk Chocolate,Undeclared hazelnuts,Moonstruck Chocolate Company,https://www.fda.gov/Safety/Recalls/ucm628194.htm
4073,12/11/18,Inspired Organics,Sunflower butter,Listeria monocytogenes,"Inspired Organics, LLC",https://www.fda.gov/Safety/Recalls/ucm628186.htm
4074,12/11/18,"Achdut, Baron's, S&F, Pepperwood and others",Tahini,Salmonella,Achdut LTD,https://www.fda.gov/Safety/Recalls/ucm626750.htm
4075,12/11/18,Del Monte,Seasoned corn,Under processing,"Del Monte Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm628259.htm
4076,12/11/18,Kotex,Tampons,Performance defect,Kimberly-Clark,https://www.fda.gov/Safety/Recalls/ucm628237.htm
4077,12/7/18,Fine Land Corp.,Meiqili Durian Candy,Undeclared Milk,Fine Land Corp.,https://www.fda.gov/Safety/Recalls/ucm627880.htm
4078,12/7/18,9Lives,Cat food,Low levels of Thiamine,J.M Smuckers Company,https://www.fda.gov/Safety/Recalls/ucm628058.htm
4079,12/6/18,Home Fresh Foods,Suya Barbecue Seasoning,Undeclared peanuts,Accra Super Market,https://www.fda.gov/Safety/Recalls/ucm627855.htm
4080,12/5/18,Light & Fit,Greek Crunch S'mores Nonfat Yogurt,May Contain Peanuts,Danone North America,https://www.fda.gov/Safety/Recalls/ucm627792.htm
4081,12/5/18,"Family Wellness, CVS, Equate",Infants’ Ibuprofen,Products may have higher concentrations of Ibuprofen,Tris Pharma,https://www.fda.gov/Safety/Recalls/ucm627780.htm
4082,12/5/18,Abound,Chicken & Brown Rice Recipe dog food,Elevated level of Vitamin D,The Kroger Company,https://www.fda.gov/Safety/Recalls/ucm627843.htm
4083,12/5/18,Columbia River Natural Pet Foods,Frozen meat product for dogs and cats,Listeria monocytogenes,Columbia River Natural Pet Foods,https://www.fda.gov/Safety/Recalls/ucm627721.htm
4084,12/5/18,Abound,Chicken & Brown Rice Recipe dog food,Elevated level of Vitamin D,King Soopers,https://www.fda.gov/Safety/Recalls/ucm627838.htm
4085,12/4/18,Hiland,Half-gallon premium whole milk chocolate,Undeclared egg,Hiland Dairy,https://www.fda.gov/Safety/Recalls/ucm627712.htm
4086,12/4/18,Chukar Cherries,Ultra Dark Chocolate products,Undeclared milk,Chukar Cherries,https://www.fda.gov/Safety/Recalls/ucm627711.htm
4087,12/4/18,Mylan,Valsartan-containing products,Detection of Trace Amounts of NDEA (N-Nitrosodiethylamine) Impurity Found in the Active Pharmaceutical Ingredient,Mylan Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm627647.htm
4088,11/29/18,Elm Pet Foods,Pet Food,Elevated levels of Vitamin D,ELM Pet Foods,https://www.fda.gov/Safety/Recalls/ucm627139.htm
4089,11/28/18,ANF,Lamb and Rice Dry Dog Food,Elevated Levels of Vitamin D,"ANF, Inc",https://www.fda.gov/Safety/Recalls/ucm627087.htm
4090,11/28/18,Sprout Creek Farm,Kinkead raw cows' milk cheese,Listeria monocytogenes,"Sprout Creek Farm, Inc.",https://www.fda.gov/Safety/Recalls/ucm627077.htm
4091,11/27/18,Kitchen Cravings,Strawberry and Mixed Berry Parfaits,May contain undeclared traces of cashews or almonds,"Kwik Trip, Inc",https://www.fda.gov/Safety/Recalls/ucm626868.htm
4092,11/27/18,Teva Pharmaceuticals,Amlodipine/Valsartan Combination Tables and Amlopidine/Valsartan/Hydrochlorothiazide Combination Tablets,Impurity N-nitroso-diethylamine (NDEA) in API,Teva Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm626802.htm
4093,11/27/18,"Evolve, Sportsman's Pride, and Triumph",Dry Dog Food,Potentially elevated levels of Vitamin D,Sunshine Mills Inc.,https://www.fda.gov/Safety/Recalls/ucm626746.htm
4094,11/27/18,Imperial Taste,Fried Red Onions and Fried Garlic,Undeclared wheat,Gemini Food Corporation,https://www.fda.gov/Safety/Recalls/ucm627188.htm
4095,11/27/18,Tres Hermanos Bakery,Bread,Undeclared milk,Tres Hermanos Bakery,https://www.fda.gov/Safety/Recalls/ucm627350.htm
4096,11/26/18,ThermaCare,ThermaCare HeatWrap,Potential for leakage,Pfizer Inc.,https://www.fda.gov/Safety/Recalls/ucm626671.htm
4097,11/23/18,FC 500 Series,"FC 500™ Series Flow Cytometers (FC 500), COULTER® EPICS® XL™ and COULTER® EPICS® XL-MCL™ Flow Cytometer with System II Software",Intermittent or permanent failure of a component on the circuit amplifier boards,Beckman Coulter Life Sciences,https://www.fda.gov/Safety/Recalls/ucm626534.htm
4098,11/23/18,Ottogi,Jin Ramen,Undeclared egg,"Ottogi America, Inc.",https://www.fda.gov/Safety/Recalls/ucm626554.htm
4099,11/20/18,No brand name; “PACKED BY FIRST SOURCE” printed on back label.,Chocolate and Nut Tray,Undeclared pecan and cashew,First Source,https://www.fda.gov/Safety/Recalls/ucm626380.htm
4100,11/20/18,Mylan,Amlodipine and Valsartan Tablets; Valsartan Tablets; Valsartan and Hydrochlorothiazide Tablets,"Contain trace amounts of an impurity, N-nitrosodiethylamine (NDEA)",Mylan Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm626367.htm
4101,11/20/18,Fresenius Kabi,"Sodium Chloride Injection, USP, 0.9%, 10 mL fill in a 10 mL vial and Sodium Chloride Injection, USP, 0.9%, 20 mL fill in a 20 mL vial",Labeling incorrectly states stoppers do not contain latex,Fresenius Kabi USA,https://www.fda.gov/Safety/Recalls/ucm626450.htm
4102,11/16/18,Cap’n Crunch’s,Peanut Butter Crunch Cereal,Salmonella potential contamination,The Quaker Oats Company,https://www.fda.gov/Safety/Recalls/ucm626142.htm
4103,11/16/18,Chukar Cherries,Amaretto Rainier Chocolate Cherries,Undeclared Milk,Chukar Cherries,https://www.fda.gov/Safety/Recalls/ucm626137.htm
4104,11/16/18,Green Cedar,Ackawi Cheese,Listeria monocytogenespotential contamination,Green Cedar Dairy,https://www.fda.gov/Safety/Recalls/ucm626134.htm
4105,11/16/18,Jay Robb,Egg White Protein,Undeclared Milk,Jay Robb Enterprises,https://www.fda.gov/Safety/Recalls/ucm626168.htm
4106,11/13/18,Pictsweet Farms,Asparagus Spears,Potential Listeria monocytogenescontamination,The Pictsweet Company,https://www.fda.gov/Safety/Recalls/ucm625788.htm
4107,11/13/18,Purveyors Kitchen,Pumpkin Pesto Tapenade,Undeclared walnuts,"Nor Cal Food Solutions, LLC",https://www.fda.gov/Safety/Recalls/ucm625923.htm
4108,11/12/18,Oscor,"Temporary Bipolar Pacing Lead, Model TB",Connector cap housing may slide and potentially expose the connection wire.,Oscor Inc.,https://www.fda.gov/Safety/Recalls/ucm625786.htm
4109,11/9/18,Recchiuti,Bittersweet and Feve chocolate bars,Undeclared milk allergen,Recchiuti Confections,https://www.fda.gov/Safety/Recalls/ucm625679.htm
4110,11/9/18,Quesillo and Alebrije,Cheeses,Salmonella,ALEBRIJE DIST WHOLESALE,https://www.fda.gov/Safety/Recalls/ucm625686.htm
4111,11/9/18,Natural Life,Chicken and Potato Dry Dog Food,Elevated Levels of Vitamin D,Natural Life Pet Products,https://www.fda.gov/Safety/Recalls/ucm625624.htm
4112,11/9/18,Best Taste,Dried Bamboo Shoot,Undeclared Sulfites,Country Favor Inc.,https://www.fda.gov/Safety/Recalls/ucm627727.htm
4113,11/8/18,Losartan,Losartan Potassium Hydrochlorothiazide,Product contains NDEA impurity,Sandoz Inc,https://www.fda.gov/Safety/Recalls/ucm625492.htm
4114,11/7/18,Wegmans,"Placek Coffee Cake, 11 oz. and 22 oz., and Pumpkin Loaf, 11 oz.",Undeclared Milk,"Wegmans Food Markets, Inc.",https://www.fda.gov/Safety/Recalls/ucm625327.htm
4115,11/7/18,Puriton,"Puriton Eye Relief Drops, 0.5 oz. (15ml) bottle",Non-Sterile Production Conditions,Kadesh Inc.,https://www.fda.gov/Safety/Recalls/ucm625305.htm
4116,11/6/18,Margie,Cheese 1 lb wheel,Listeria monocytogenes,Sprout Creek Farm,https://www.fda.gov/Safety/Recalls/ucm625254.htm
4117,11/6/18,Orlando,Chicken and Chickpea dog food,Elevated Levels of Vitamin D,Lidl US,https://www.fda.gov/Safety/Recalls/ucm625631.htm
4118,11/6/18,Ukrops,Baked Potatoes with Cheddar Cheese and Bacon,Undeclared Egg and Milk Allergens,Ukrops Homestyle Foods,https://www.fda.gov/Safety/Recalls/ucm625462.htm
4119,11/5/18,Duncan Hines,Cake mixes,Salmonella,Conagra Brands,https://www.fda.gov/Safety/Recalls/ucm625144.htm
4120,11/2/18,ORTHO-NOVUM,ORTHO-NOVUM 1/35 and 7/7/7 (norethindrone / ethinyl estradiol) Tablets,does not include the appropriate instructions for the Veridate dispenser.,"Janssen Pharmaceuticals, Inc.",https://www.fda.gov/Safety/Recalls/ucm625012.htm
4121,11/2/18,Smartfood Delight,Sea Salt Flavored popcorn,undeclared milk,Frito-Lay,https://www.fda.gov/Safety/Recalls/ucm625007.htm
4122,11/2/18,Barcelona,roasted and salted in shell pistachios,potential to be contaminated with Salmonella,Barcelona Nut Company,https://www.fda.gov/Safety/Recalls/ucm625001.htm
4123,11/2/18,Nutrisca,Chicken and Chickpea Dry Dog Food,Due to elevated levels of Vitamin D,Nutrisca,https://www.fda.gov/Safety/Recalls/ucm625015.htm
4124,11/2/18,Natural Life,Chicken & Potato Dry Dog Food,Due to elevated levels of Vitamin D,Natural Life Pet Products,https://www.fda.gov/Safety/Recalls/ucm625016.htm
4125,10/31/18,Roche,CoaguChek XS PT Test Strips,Test results may be inaccurate,Roche Diagnostics,https://www.fda.gov/Safety/Recalls/ucm626140.htm
4126,10/30/18,"WP Westminster, more","Irbesartan Tablets, USP 75 mg, 150 mg, and 300 mg dosage forms","due to the presence of an impurity, N-nitrosodiethylamine (NDEA)","ScieGen Pharmaceuticals, Inc",https://www.fda.gov/Safety/Recalls/ucm624593.htm
4127,10/29/18,MarieBelle,Chocolate bars,undeclared milk,Maribel’s Sweets Inc.,https://www.fda.gov/Safety/Recalls/ucm624518.htm
4128,10/29/18,Fit & Active,Southwest Veggie Stuffed Sandwiches,Listeria monocytogenes and Salmonella,J&J Snack Foods Handheld Corp.,https://www.fda.gov/Safety/Recalls/ucm624568.htm
4129,10/26/18,Aurobindo Pharma Limited,Irbesartan Drug,"Due to the presence of an impurity, N-nitrosodiethylamine (NDEA)",Aurobindo Pharma Limited,https://www.fda.gov/Safety/Recalls/ucm624547.htm
4130,10/25/18,Baraka,Curry powder,Lead,"UBC Food Distributors, Inc",https://www.fda.gov/Safety/Recalls/ucm624397.htm
4131,10/24/18,Weis,Chocolate Whoopie Pie,Undeclared peanut,Shirley's Cookie Company,https://www.fda.gov/Safety/Recalls/ucm624292.htm
4132,10/24/18,"Corrado, Orlando Imports, Nouri’s, more",Curry powder,Lead,"Sirob Imports, Inc.",https://www.fda.gov/Safety/Recalls/ucm624227.htm
4133,10/22/18,Promise Pharmacy,Prednisolone and Gatifloxacin Ophthalmic Solution,Unidentified small particulate floating in the solution,Promise Pharmacy,https://www.fda.gov/Safety/Recalls/ucm623994.htm
4134,10/22/18,New Seasons,Hot & Sour Broth,Undeclared Soy,New Seasons Market,https://www.fda.gov/Safety/Recalls/ucm624016.htm
4135,10/18/18,Hy-Vee,"Fire Roasted Tomato, Spinach Twice Baked Potato",Potential Salmonella and Listeria monocytogenes contamination,Hy-Vee,https://www.fda.gov/Safety/Recalls/ucm623808.htm
4136,10/18/18,Working Cow,Ice Cream,Potential Listeria monocytogenes contamination,"Working Cow Homemade, Inc.",https://www.fda.gov/Safety/Recalls/ucm623891.htm
4137,10/17/18,Du Sud,Seedless Raisins,Undeclared Sulfites,P. East Trading Corp.,https://www.fda.gov/Safety/Recalls/ucm623694.htm
4138,10/17/18,Source Day Natural Treasures,Liquorice Slice,Undeclared Sulfites,New Nan Fong,https://www.fda.gov/Safety/Recalls/ucm623687.htm
4139,10/17/18,Stewart’s Shops,Cranberry Apple Refresher drink,Undeclared Milk,Stewart’s Shops Corp,https://www.fda.gov/Safety/Recalls/ucm623762.htm
4140,10/17/18,Cedar’s,Chickpea Salad,Undeclared Soy,Cedar’s Mediterranean Foods,https://www.fda.gov/Safety/Recalls/ucm623834.htm
4141,10/15/18,Zero Xtreme,Dietary Supplement for Weight Loss,Undeclared Sibutramine,Fat Burners Zone,https://www.fda.gov/Safety/Recalls/ucm623503.htm
4142,10/15/18,S&W,White Beans,Undeclared Sulfites,"Faribault Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm623660.htm
4143,10/15/18,feel good foods,Vegetable Fried Rice frozen meal,Undeclared Egg,Feel Good Foods Inc.,https://www.fda.gov/Safety/Recalls/ucm623506.htm
4144,10/15/18,Fred Meyer Bakery,Angel Food Cake Bar,Undeclared Milk and Soy,Clackamas Bakery,https://www.fda.gov/Safety/Recalls/ucm623586.htm
4145,10/11/18,Forager,Organic Plant Protein Shake,Undeclared almonds,Forager Project,https://www.fda.gov/Safety/Recalls/ucm623242.htm
4146,10/10/18,ReGen Series,All ReGen Series products,Adverse reactions,"Liveyon, LLC",https://www.fda.gov/Safety/Recalls/ucm623039.htm
4147,10/10/18,Sugar Melon Candy/Wax Gourd,Sugar Melon Candy/Wax Gourd,Undeclared Sulfites,SLR Food Distribution Inc.,https://www.fda.gov/Safety/Recalls/ucm623682.htm
4148,10/9/18,Sweet Me Creamery,Ice Cream,Undeclared peanuts,Kemps,https://www.fda.gov/Safety/Recalls/ucm622983.htm
4149,10/9/18,Sprayology,Homeopathic Aqueous-Based Medicines,Possible microbial contamination,"Eight and Company LLC, dba Sprayology",https://www.fda.gov/Safety/Recalls/ucm622919.htm
4150,10/6/18,Bazzini’s,Pistachios,Salmonella,Bazzini LLC,https://www.fda.gov/Safety/Recalls/ucm622867.htm
4151,10/5/18,Ladyfingers,Country Ham Rolls,Listeria monocytogenes,"Ladyfingers Catering, LLC",https://www.fda.gov/Safety/Recalls/ucm622719.htm
4152,10/4/18,Callie's Charleston Biscuits,Country Ham Biscuits and Cocktail Ham Biscuits,Listeria monocytogenes,Callie's Charleston Biscuits LLC,https://www.fda.gov/Safety/Recalls/ucm622685.htm
4153,10/4/18,Working Cow Homemade Ice Cream,No Sugar Added Ice Cream (Vanilla; Chocolate flavors),Listeria monocytogenes,"Working Cow Homemade Ice Cream, Inc.",https://www.fda.gov/Safety/Recalls/ucm622688.htm
4154,10/4/18,Ukrop’s,"Biscuits, rolls, salads and subs manufactured using recalled ham ingredient",Listeria monocytogenes,"Ukrop’s Homestyle Foods, LLC",https://www.fda.gov/Safety/Recalls/ucm622786.htm
4155,10/3/18,"Pet Alive, Native Remedies, Healthful Naturals",Homeopathic Drug Products (liquid),Microbial Contamination,"Silver Star Brands, Inc.",https://www.fda.gov/Safety/Recalls/ucm622488.htm
4156,10/2/18,Mini Roll,Mini roll food treat,Undeclared Egg,Apollo Food International Inc.,https://www.fda.gov/Safety/Recalls/ucm623501.htm
4157,9/28/18,Endo Pharmaceuticals,"Robaxin® (methocarbamol tablets, USP) 750mg Tablets",Due to Incorrect Daily Dosing Information on Label,Endo Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm622008.htm
4158,9/28/18,Margie,Pasteurized Cow’s Milk Cheese,Improper Pasteurization,Sprout Creek Farm Inc.,https://www.fda.gov/Safety/Recalls/ucm622705.htm
4159,9/27/18,Oscor,Temporary Bipolar Pacing Leads,Connector cap housing may slide and potentially expose the connection wire.,Oscor Inc.,https://www.fda.gov/Safety/Recalls/ucm621931.htm
4160,9/25/18,365 Everyday Value,Tortilla Chips,Undeclared milk,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm621665.htm
4161,9/25/18,Harris Teeter,Frozen yogurt,Undeclared peanut,Harris Teeter,https://www.fda.gov/Safety/Recalls/ucm621651.htm
4162,9/24/18,Mauna Loa,Macadamia Nuts,E. coli,Mauna Loa Macadamia Nut Corporation,https://www.fda.gov/Safety/Recalls/ucm621806.htm
4163,9/20/18,Cardiosave,Maquet/Getinge Cardiosave Intra-Aortic Balloon Pumps (IABP),Potential interruption and/or inability to start therapy to the patient,Getinge,https://www.fda.gov/Safety/Recalls/ucm621203.htm
4164,9/20/18,MyoWhey,Chocolate Cookie Crunch dietary supplement,Undeclared milk and soy allergen,"Purus Labs, Inc.",https://www.fda.gov/Safety/Recalls/ucm621293.htm
4165,9/13/18,Bellona,Milk Chocolate Flavored Coated Wafer with Hazelnut Crème Filling and White Chocolate Flavor,Undeclared Wheat,Lidl US,https://www.fda.gov/Safety/Recalls/ucm620864.htm
4166,9/12/18,Performance Dog,frozen raw pet food,potential to be contaminated with Salmonella,"Bravo Packing, Inc.",https://www.fda.gov/Safety/Recalls/ucm620371.htm
4167,9/12/18,Sarap Asian Fusion,Asian fusion cookies,"undeclared allergens of wheat, milk and soy",Sarap Asian Fusion,https://www.fda.gov/Safety/Recalls/ucm620366.htm
4168,9/12/18,NeoRelief,Muscle,Due to possible microbial contamination,BioLyte Laboratories,https://www.fda.gov/Safety/Recalls/ucm620481.htm
4169,9/11/18,Meijer,Taco Seasoning Mix 4.5 OZ Bottle,unlabeled milk allergen,"McCormick & Company, Inc",https://www.fda.gov/Safety/Recalls/ucm620304.htm
4170,9/10/18,Gourmet Take Away,Sesame Noodle Salad,Undeclared egg,Market of Choice,https://www.fda.gov/Safety/Recalls/ucm620056.htm
