DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc
"Mon, 24 Sep 2012 15:11:00 -0400","Jillâs Jams Mixes and More, Jillâs Jams and Jellies",Jam and Jelly,Undeclared milk and soy,"Hanover Pike Enterprises, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320677.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320684.htm,[]
"Mon, 24 Sep 2012 13:12:00 -0400","Sunland, Trader Joe&#39;s, Archer Farms, and more",Almond Butter and Peanut Butter,Salmonella,Sunland Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320647.htm,,"['051379022518', '7487500431', '4792100434', '5855200007', '4792100442', '5859500020', '2060140045', '7989311201', '4868709915', '4868767909', '4868786704', '051379026431', '5859500019', '4792100435', '7487500433', '4868726909', '4868721722', '4868722715', '7487500336', '4868786906', '4868772906', '8506000004', '7989311202', '2060140046', '7487500334', '8523902333', '2060140048', '4792100436', '3377610090', '4792100439', '5859500055', '4792100432', '7487500337', '4868787906', '4868784301', '2060140047', '4868790301', '8523902334', '5859500033', '4868726910', '7487500335', '4868785920', '7487500434', '4868722906', '5859500050', '3307915073', '4868730725', '4792100438', '4868786724', '3307915072', '5855200003']"
"Mon, 24 Sep 2012 00:00:00 -0400","Sunland, Trader Joe&#39;s, Archer Farms, and more","Cashew Butter, Tahini and Roasted Blanched Peanuts",Salmonella,Sunland Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320818.htm,,"['051379022518', '8099473873', '4868731810', '7487500431', '4792100434', '5855200007', '4792100442', '5859500020', '2060140045', '7989311201', '4868709915', '4868767909', '4868786704', '4868771906', '051379026431', '5859500019', '4792100435', '7487500433', '4868726909', '4868721722', '4868722715', '7487500336', '4868732810', '4868786906', '051379022525', '4868773906', '8523920335', '4868772906', '8506000004', '4868757906', '7989311202', '2060140046', '7487500334', '8523902333', '2060140048', '4792100436', '3377610090', '4792100439', '5859500055', '4792100432', '7487500337', '4868787906', '8523902336', '4868784301', '8099473871', '4868763325', '4868763326', '2060140047', '4868760906', '4868755810', '4868790301', '4868771725', '8523902334', '5859500033', '4868726910', '4868761906', '7487500335', '8099473872', '4792100444', '4868785920', '7487500434', '4868722906', '5859500050', '3307915073', '4868730725', '051379041625', '4792100438', '4868754810', '4868747810', '4868786724', '3307915072', '5855200003']"
"Mon, 24 Sep 2012 00:00:00 -0400",Fresh &amp; Easy and Sunland,Nut butters,Salmonella,Fresh &amp;amp; Easy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm321083.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm321096.htm,[]
"Mon, 24 Sep 2012 00:00:00 -0400",Dogsbutter,Dog Food,Salmonella,Sunland Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm321716.htm,,"['051379022518', '8099473873', '4868731810', '7487500431', '4792100434', '5855200007', '4792100442', '5859500020', '2060140045', '7989311201', '4868709915', '4868767909', '4868786704', '4868771906', '051379026431', '5859500019', '4792100435', '7487500433', '4868726909', '4868721722', '4868722715', '7487500336', '4868732810', '4868786906', '051379022525', '4868773906', '8523920335', '4868772906', '8506000004', '4868757906', '7989311202', '2060140046', '7487500334', '8523902333', '2060140048', '4792100436', '3377610090', '4792100439', '5859500055', '4792100432', '7487500337', '4868787906', '8523902336', '4868784301', '8099473871', '4868763325', '4868763326', '2060140047', '4868760906', '4868755810', '4868790301', '4868771725', '8523902334', '5859500033', '4868726910', '4868761906', '7487500335', '8099473872', '4792100444', '4868785920', '7487500434', '4868722906', '5859500050', '3307915073', '4868730725', '051379041625', '4792100438', '4868754810', '4868747810', '4868786724', '3307915072', '5855200003']"
"Mon, 24 Sep 2012 00:00:00 -0400",Trader Joe&#39;s,Creamy Salted Valencia Peanut Butter,Salmonella,Trader Joe&#39;s,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320579.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320580.htm,[]
"Sat, 22 Sep 2012 00:00:00 -0400",Fresh Express,Leafy Green Romaine Salad,Listeria monocytogenes,Fress Express Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320651.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320678.htm,['7127926112']
"Fri, 21 Sep 2012 19:51:00 -0400",Boots &amp; Barkley,Pet Treat,Salmonella,Kasel Associated Industries,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320569.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320570.htm,['647263899189']
"Fri, 21 Sep 2012 00:00:00 -0400","Pure Whey in Maine Natural Health and Stronger Faster Healthier, Fortified and Endurance Daily in Stronger Faster Healthier,  Recovery and Rejuvenate in Maine Natural Health and more",Protein Supplement,Undeclared milk shellfish and coconut,Maine Natural Health,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320712.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320713.htm,[]
"Thu, 20 Sep 2012 17:59:00 -0400",Del Monte,Cut Mango Products,Salmonella,Del Monte Fresh Produce,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320373.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320519.htm,['762357075321']
"Thu, 20 Sep 2012 00:00:00 -0400",Watson,Hydrocodone Bitartrate and APAP Tablets,Tablets are thicker and darker than specification,"Watson Laboratories, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320566.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320567.htm,[]
"Wed, 19 Sep 2012 22:04:00 -0400","Garden Highway, Signature CafÃ©",Mango Products,Salmonella,"GHSW, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320209.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320361.htm,"['2676626849', '2676624107', '2114001707', '2676620104', '2114001694', '2113006918', '2676624127', '2114001701', '2676621433']"
"Wed, 19 Sep 2012 14:59:00 -0400",Kroger Fresh Selections,Spinach,Listeria monocytogenes,Kroger,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320163.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320168.htm,[]
"Mon, 17 Sep 2012 19:34:00 -0400",Ricotta Salata Frescolina,cheese,Listeria monocytogenes,Peterson Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319734.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319735.htm,[]
"Mon, 17 Sep 2012 11:44:00 -0400","Delish, Garden Highway, Signature Cafe, more",Mango products,Salmonella,FreshLine/Caito Foods Service,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319818.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319822.htm,[]
"Mon, 17 Sep 2012 00:00:00 -0400","Zupan&#39;s, Mary&#39;s Select, United Salad Co., more",Mango products,Salmonella,United Salad Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319752.htm,,"['9250473497', '826766422104', '826766422005', '9250473216', '9250474578', '826766214068', '9250474569']"
"Fri, 14 Sep 2012 00:00:00 -0400",Marte,Cheese,Listeria monocytogenes,"Forever Cheese, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320370.htm,,[]
"Thu, 13 Sep 2012 09:06:00 -0400",Berkey Creamery,Ice cream and frozen yogurt,May contain small plastic objects,University Creamery dba Berkey Creamery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319460.htm,,[]
"Thu, 13 Sep 2012 00:00:00 -0400",H. Brooks &amp;amp Company,Fresh cut fruit products containing cantaloupes,Due to potential contamination with Salmonella,Cut Fruit Express Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319523.htm,,[]
"Wed, 12 Sep 2012 20:14:00 -0400",Ricotta Salata Frescolina,Cheese,Listeria monocytogenes,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319304.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319305.htm,[]
"Wed, 12 Sep 2012 16:53:00 -0400",Spartan,Various Deli Products,Listeria monocytogenes,Spartan Stores,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319274.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319276.htm,[]
"Wed, 12 Sep 2012 00:00:00 -0400",ACTRA-Sx 500,Dietary Supplement,Unapproved new drug,"Body Basics, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319697.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319699.htm,['830733002015']
"Wed, 12 Sep 2012 00:00:00 -0400",DFI,cantaloupes,Salmonella,DFI Marketing Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319333.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319338.htm,[]
"Tue, 11 Sep 2012 12:55:00 -0400",Breeder&#39;s Choice AvoDerm,Natural Lamb Meal &amp;amp; Brown Rice Adult Dog Formula,Possible contamination with Salmonella,Breeder&#39;s Choice Pet Food,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319021.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319041.htm,"['1000065074', '052907020438']"
"Mon, 10 Sep 2012 18:56:00 -0400",Frescolina,Ricotta Salata (Cheese),Listeria monocytogenes,Forever Cheese Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318844.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318846.htm,[]
"Mon, 10 Sep 2012 16:02:00 -0400",Qualitest,Hydrocodone Bitartrate &amp; Acetaminophen Tablets,Tablets may exceed weight specification and could be super-potent for the ingredients Hydrocodon Bitartrate &amp; Acetaminophen,Qualitest,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318827.htm,,[]
"Fri, 07 Sep 2012 16:47:00 -0400",Sam&#39;s Club,Streusel,Undeclared milk and soy,"Dawn Food Products, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318684.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318687.htm,[]
"Fri, 07 Sep 2012 00:00:00 -0400","Harris Teeter, Inc.",Seafood cakes and Crab stuffed seafood,Listeria monocytogenes,"Harris Teeter, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319175.htm,,[]
"Fri, 07 Sep 2012 00:00:00 -0400","3fish, inc.",seafood cakes and stuffed fish items,Listeria monocytogenes,"3fish, inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm319130.htm,,[]
"Tue, 04 Sep 2012 13:45:00 -0400",Sun Pharmaceutical Industries,"Nimodipine Capsules, 30 mg",May contain crystals of nimodipine,"Sun Pharmaceutical Industries, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318118.htm,,[]
"Tue, 04 Sep 2012 00:00:00 -0400",florAlign,PREBIOTIC FORMULA (Powder),Salmonella,"ECO HEALTH, INC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318491.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318492.htm,[]
"Mon, 03 Sep 2012 00:00:00 -0400",Shake&#39;Ems,Seasoning cups,Undeclared milk,"Cutting Edge Concessions, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318193.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318198.htm,[]
"Sat, 01 Sep 2012 22:05:00 -0400",Somersault,Pacific Sea Salt,Undeclared milk,"Somersault Snack Co.,LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317992.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317993.htm,['898403002017']
"Sat, 01 Sep 2012 13:06:00 -0400","Delish, Garden Highway, Garden Pure and more",,may be contaminated with Salmonella,"F&amp;S Produce Co., Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317995.htm,,"['4902253701', '4902255862', '4902258823', '2676625561', '0117200248', '4902263779', '2676680185', '2676621437', '4902253700', '0117200264', '4902253699', '2113006918', '0117220149']"
"Fri, 31 Aug 2012 18:04:00 -0400","Garden Highway, Fruit Burst, Island Medley",Salsa and Cut Fruits,Salmonella Braenderup,Winn-Dixie,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317946.htm,,"['2114001701', '2114001707', '2114001696']"
"Fri, 31 Aug 2012 17:56:00 -0400","Quality Feed, Inc., Dairy Princess, Peacheyâs or Yo-momma",Milk replacer,Potential to be contaminated with Salmonella,"Quality Feed, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317945.htm,,[]
"Fri, 31 Aug 2012 17:47:00 -0400",Respironics,V60 Ventilators,affected blower motors,"Respironics California, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317943.htm,,[]
"Fri, 31 Aug 2012 00:00:00 -0400",Pacific Coast Fruit,Fresh Cut Processed Items,potential to be contaminated with Salmonella Braenderup,Pacific Coast Fruit Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317950.htm,,"['2072870006', '2072871784']"
"Fri, 31 Aug 2012 00:00:00 -0400","Dining In, Ready Pac, Starbucks etc",Packaged fruit products containing mangoes,potential to be contaminated with Salmonella Braenderup,Ready Pac Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317952.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317953.htm,[]
"Fri, 31 Aug 2012 00:00:00 -0400","Soonyeowon , Jinga",Sprouts and Tofu Products,Listeria monocytogenes,"Manna Organics, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317996.htm,,"['028346091292', '028346071218', '028346091124', '028346078149', '028346091131', '028346071409', '028346078125', '028346091254', '028346091117']"
"Thu, 30 Aug 2012 14:53:00 -0400",Daniella,Mangoes,Salmonella Braenderup,BI-LO,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317865.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317868.htm,['0000004051']
"Thu, 30 Aug 2012 00:00:00 -0400",Brand New Energy,dietary supplement -EphBurn 25,Contain ephedrine alkaloids,Brand New Energy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317737.htm,,[]
"Thu, 30 Aug 2012 00:00:00 -0400","Haggen, Costco, Metropolitan Market etc.",Various cut fruit products and mix,Potential to be contaminated with Salmonella Braenderup,Triple B Corp. dba Real Foods and Charlie&#39;s Produce,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317949.htm,,"['045009001726', '697327066934', '045009014801', '045009020635', '045009064806', '045009060372', '045009073235', '045009060556', '045009001658', '045009020178', '045009071408', '045009001733', '045009064547']"
"Thu, 30 Aug 2012 00:00:00 -0400",Wawa,"Mango, Pineapple, Strawberries, Mango mix, Watermelon, Pineapple Snack, Melon mix, Mixed Fruit Cup, Mixed fruit with kiwi, Mango and Yogurt Parfait",Salmonella Braenderup,Taylor Farms New Jersey,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317948.htm,,[]
"Thu, 30 Aug 2012 00:00:00 -0400","Garden Highway, Winn-Dixie",Cut fruit and salsa products,Salmonella,World Foods LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317836.htm,,"['2676642210', '2114001707', '2114001701', '2114001696']"
"Thu, 30 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,"Food Lion, Harveys Reid&#39;s",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm318035.htm,,['2676621437']
"Wed, 29 Aug 2012 22:15:00 -0400","Garden Patch, Yoke&#39;s",Pineapple/Mango Pico de Gallo,Potential to be contaminated with Salmonella braenderup,"Spokane Produce, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317472.htm,,['8869483987']
"Wed, 29 Aug 2012 17:48:00 -0400",Daniella,Mangoes,Salmonella,Splendid Products,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317463.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317465.htm,[]
"Mon, 27 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,Stop &amp; Shop,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317857.htm,,[]
"Mon, 27 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,Giant Food,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317287.htm,,[]
"Sun, 26 Aug 2012 00:00:00 -0400",Fresh Express,Hearts of Romaine Salad,Possible health risk from Listeria monocytogenes,Fresh Express,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316923.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316979.htm,['7127926102']
"Fri, 24 Aug 2012 00:00:00 -0400",True Nutrition,"Whey Protein Isolate, Whey Protein Concentrate and Hydrolyzed Whey Products",label fails to declare milk as the source of whey,True Nutrition,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316891.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316892.htm,[]
"Fri, 24 Aug 2012 00:00:00 -0400",Cucina Fresca,Smoked Tomato Sauce,Undeclared Milk,Cucina Fresca Gourmet Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317072.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317083.htm,['884337005224']
"Fri, 24 Aug 2012 00:00:00 -0400",Samantha Lynn Inc.,Reumofan Plus Tablets,"Undeclared drug ingredients, methocarbamol, dexamethasone  and diclofenac",Samantha Lynn Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm317248.htm,,[]
"Thu, 23 Aug 2012 00:00:00 -0400",Naturally Fresh,Salad Topping,Undeclared Almonds,Bay Valley Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316868.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316869.htm,['7653905520']
"Thu, 23 Aug 2012 00:00:00 -0400","Protein to Go, Nutritional Resources, Body Choice",Protein Shakes,Processing parameters were not met.,Protica Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316820.htm,,[]
"Thu, 23 Aug 2012 00:00:00 -0400",Mojo Nights,Dietary Supplement,Unapproved New Drug,"Evol Nutrition Associates, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320397.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm320403.htm,"['718122121335', '718122119837']"
"Wed, 22 Aug 2012 20:35:00 -0400","Wellsley, Spence &amp; Co",Smoked Salmon,Listeria monocytogenes,Spence &amp; Co Ltd,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316667.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316668.htm,[]
"Wed, 22 Aug 2012 00:00:00 -0400",Chamberlain Farm,Cantaloupes,Salmonella,"Chamberlain Farm Produce, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316681.htm,,[]
"Wed, 22 Aug 2012 00:00:00 -0400",Dole,Bagged Salad,Listeria monocytogenes,Dole Fresh Vegetables,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316680.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316712.htm,['7143000819']
"Tue, 21 Aug 2012 19:43:00 -0400",JFC,Furikake-Seto Fumi,"Undeclared Eggs, Soy, and Wheat","JFC International, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316538.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316539.htm,['1115241464']
"Tue, 21 Aug 2012 00:00:00 -0400",Red Vines,Black Licorice,Elevated levels of lead,American Licorice Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316850.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316853.htm,[]
"Tue, 21 Aug 2012 00:00:00 -0400",Del Campo,Dried Potato,Undeclared Sulfites,Optima Distributors LTD,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316582.htm,,['891728000218']
"Sun, 19 Aug 2012 20:07:00 -0400",Tanimura &amp; Antle,Romaine Lettuce,E. coli O157:H7,"Tanimura &amp; Antle, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316256.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316257.htm,"['027918203149', '5417802151']"
"Sat, 18 Aug 2012 06:44:00 -0400",Meijer,Mushroom Trays,Listeria monocytogenes,"Pure Hothouse Foods, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316022.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316023.htm,"['708820853539', '708820854680', '708820854642']"
"Fri, 17 Aug 2012 17:01:00 -0400",Cool-tip,"DGPHP RFA high-power single use grounding
pads and kits that contain the grounding pads",Potential degradation of foil within the DGPHP grounding pad,Covidien,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316017.htm,,[]
"Fri, 17 Aug 2012 00:00:00 -0400",Southern Home,Trail Mix,Undeclared Soy Lecithin,BI-LO,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316048.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316049.htm,['0788003039']
"Wed, 15 Aug 2012 21:07:00 -0400",Hospira,"Hydromorphone Injection, USP",May contain more than the 1 mL labeled fill volume,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm315671.htm,,[]
"Tue, 14 Aug 2012 21:20:00 -0400",Hummingbird Wholesale,Pinenuts,Undeclared peanuts,Hummingbird Wholesale,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm315581.htm,,[]
"Tue, 14 Aug 2012 00:00:00 -0400",Highline,Sliced Mushrooms,Listeria monocytogenes,Ciolino Produce,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316052.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2012/ucm316053.htm,"['4108051420', '771163000052']"
