Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Devices","No","","70898","Terminated","Dako North America Inc.","6392 Via Real","","Carpinteria","CA","	93013-2921","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - U.S Nationwide in the states of IN and PA and the countries of: Spain, Belgium, France, Netherlands, Denmark, Finland, Sweden, Germany, UK, and Korea.","Z-1548-2015","Class II","Test Request Distributor (TRD 1.3 and TRD 1.4), a software module used on the Dako Omnis System, an automated slide stainer for in vitro diagnostic use.         The TRD is intended to distribute patient case, appropriate parts information, track changes, and transform test requests from LIS or manual entries to connected Dako systems.","33 (7 in U.S. and 26 Internationally)","If a user requests slides from the LIS or TPID, then updates a request by changing the test, the TRD software will reject the update. The LIS and printed slide label will display the updated test with the requested change, but the Omnis system will execute the initial test, not reflecting the change.  The system will not warn the user that the test request was rejected.","04/01/2015","04/29/2015","08/05/2015","05/06/2015","N/A    Serial Number: 1311004352, 1308004862, 1307000537, 1405002266, 1410008844, 1307006995, 1311001075, 1402002186, 1401010308, 1402005995, 1306001697, 1311007317, 1410004066, 1404006200, 1410004067, 1405002263, 1404007225, 1410002144, 1311007321, 1404004226, 1401005960, 1305006010, 1401000919, 1405000371, 1401005963, 1403005465, 1304008205, 1401003711, 1401001048, 1310010425, 1401003715, 1311004354, 1311004355"
"Devices","No","","70899","Terminated","Steris Corporation","5960 Heisley Rd","","Mentor","OH","	44060-1834","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide in the states of: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NH,NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI & WV and the countries of: Australia, Brazil, Canada, France, Mexico, Saudi Arabia, Spain, Taiwan & United Arab Emirates.","Z-1559-2015","Class II","Caviwave Pro Ultrasonic Cleaning System,     Product Usage:  To wash (remove tissue, blood and other contaminants) or dry laparoscopic and general surgical instruments prior to final disinfection and sterilization as required.  ","491 units","Should the Caviwave Pro Ultrasonic Cleaning System experience a temporary interruption in electrical power during a processing cycle, the circulation pump may stop functioning.  In addition, it is possible that the ultrasonic generator may stop working.  The machine does not provide an alert notifying the user of this device malfunction.","02/19/2015","04/30/2015","10/21/2015","05/06/2015","All units distributed between 12/20/2010 and 02/18/2015"
"Biologics","No","","70900","Terminated","Blood Bank Of Hawaii","2043 Dillingham Blvd","","Honolulu","HI","	96819-4024","United States","Voluntary: Firm Initiated","FAX","Hawaii","B-0534-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product, which was collected from a donor who traveled to a malarial endemic area, was distributed.","03/25/2015","04/29/2015","04/29/2015","05/06/2015","W088413504905;"
"Biologics","No","","70901","Terminated","Blood Bank Of Hawaii","2043 Dillingham Blvd","","Honolulu","HI","	96819-4024","United States","Voluntary: Firm Initiated","FAX","Hawaii","B-0535-15","Class II","Red Blood Cells Leukocytes Reduced","2 units","Blood products, which were collected from a donor who traveled to a malarial endemic area, were distributed.","03/20/2015","04/29/2015","04/29/2015","05/06/2015","W088415501020; W088414541049;"
"Biologics","No","","70902","Terminated","Mississippi Valley Reg Bld Ctr","5500 Lakeview Pkwy","","Davenport","IA","	52807-3481","United States","Voluntary: Firm Initiated","Telephone","Texas","B-0540-15","Class II","Platelets","1 unit","Blood product, in which Quality Control and Distribution of product did not meet specifications, was distributed.","02/20/2015","04/29/2015","10/28/2015","05/06/2015","W333615027326;"
"Devices","No","","70904","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Nationwide Distribution including Puerto Rico and to the states of : CT, GA, NC, OK, NY, SC, KY, TN, CA, WA, OR, NJ, OH, PA, FL, MI, TX, WI,  MO and NH.","Z-1524-2015","Class II","MicroScan Pos Combo Panel Type 33 (PC33):  Catalog number B1017-211     MicroScan Pos Combo 33 B1017-211 panels are designed for use in determining quantitative and /or  qualitative antimicrobial agent susceptibility and/or identification to the species level of colonies, grown on solid media, of rapidly growing  aerobic and facultative anaerobic gram-positive bacteria.","664 panel boxes","Siemens investigation confirmed that a portion one lot of  panel Pos Combo 33 lot was packaged without desiccants.  The substrates on a panel packaged without a desiccant may deteriorate over time due to exposure to additional moisture in the panel pouch.  ","04/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number B10170211; Siemens Material number (SMN): 1071530, lot number 2014-09-12.: Expiration date 2014-09-12."
"Devices","No","","70906","Terminated","Incisive Surgical Inc","14405 21st Ave N","","Plymouth","MN","	55447-4685","United States","Voluntary: Firm Initiated","E-Mail","International Distribution Only - Turkey.","Z-1545-2015","Class II","Insorb Subcuticular Skin Stapler.  INSORB staples are made from an absorbable copolymer which is a synthetic polyester derived from lactic and glycolic acids.  It is chemically similar to other surgical glycolide/lactide-based copolymers.   Polyglycolic/polylactic acid copolymers degrade in vivo by hydrolysis to glycolic acid and lactic acid which are then absorbed and metabolized by the body.","210 cartons (containing 6 INSORB staplers per carton)","A previous Turkish distributor over-labeled a portion of the lot with an expiration date of 2016-05.  The expiration date at the time of manufacturing was 2014-05.","03/19/2015","04/29/2015","07/08/2015","05/06/2015","Lot 121901"
"Biologics","No","","70907","Terminated","Virginia Blood Services","2825 Emerywood Pkwy","","Richmond","VA","	23294-3719","United States","Voluntary: Firm Initiated","Letter","Mississippi","B-0576-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product, inappropriately released from quarantine for which malarial travel history was disclosed, was distributed.","03/06/2015","04/29/2015","04/29/2015","05/06/2015","W087614096286;"
"Biologics","No","","70911","Terminated","Northeastern Pennsylvania Region of American Red Cross","29 New Commerce Blvd","","Ashley","PA","	18706-1441","United States","Voluntary: Firm Initiated","Telephone","Pennsylvania","B-0541-15","Class II","Red Blood Cells Leukocytes Reduced","3 units","Blood product in which routine testing/testing performed, interpreted, or documented incorrectly, was distributed.","02/24/2015","04/29/2015","04/29/2015","05/06/2015","W202215238539; W202215239074; W202215239065;"
"Devices","No","","70919","Terminated","The Anspach Effort, Inc.","4500 Riverside Dr","","Palm Beach Gardens","FL","	33410-4235","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US (nationwide including DC, Hawaii, and Puerto Rico) and Internationally to Argentina, Austria, Australia, Belgium, Bahrain, Bolivia, Brazil, Canada, China, Chile, Costa Rica, Czech Republic, Germany, Denmark, Ecuador, Egypt, Spain, Finland, France, Great Britain, Greece, Guatemala, Hong Kong, Croatia, Hungary, Indonesia, Ireland, Israel, India, Iraq, Iran, Italy, Jordan, Japan, Kenya, Korea, Kuwait, Lebanon, Sri Lanka, Libyan Arab Jamahiriya, Morocco, Macedonia, Mexico, Malaysia, Netherlands, Norway, Nepal, New Zealand, Oman, Ontario, Peru, Philippines, Palestine, Portugal, Romania, Serbia, Russian Federation, Saudi Arabia, Sweden, Singapore, Slovenia, Slovakia, South Africa, El Salvador, Thailand, Turkey, Taiwan, Ukraine, Uruguay, Venezuela, Vietnam and United Arab Emirates.","Z-1553-2015","Class II","Synthes Small Battery Drive (SBD) Oscillating Saw Attachment Part Number: 532.021  for orthopedic surgery.","12,085 pieces","The potential exists for the Oscillating Saw Attachment to disengage from the Small Battery Drive handpiece.  If the attachment disengages from the handpiece intra-operatively, there is a potential for injury to the patient and/or user.","03/24/2015","04/30/2015","12/14/2016","05/06/2015","ALL Lots"
"Devices","No","","70924","Terminated","GE Healthcare","3000 N Grandview Blvd","","Waukesha","WI","	53188-1615","United States","Voluntary: Firm Initiated","Letter","US Distribution to the states of: AZ, FL, GA, MO and WI.","Z-1405-2015","Class II","GE Healthcare Automatic Mobile X-Ray (AMX) Series:  Brivo XR285amx","6 units US","An issue was identified with the mAs accuracy check performed on the system that could result in inaccuracies in the 10% to 20% range for exposure times longer than 15 msec.","12/19/2014","04/27/2015","04/29/2015","05/06/2015","BrivoXR285amx - PN 5555000, 5555000-2"
"Devices","No","","70924","Terminated","GE Healthcare","3000 N Grandview Blvd","","Waukesha","WI","	53188-1615","United States","Voluntary: Firm Initiated","Letter","US Distribution to the states of: AZ, FL, GA, MO and WI.","Z-1406-2015","Class II","GE Healthcare Automatic Mobile X-Ray (AMX) Series:  Optima XR200 amx","6 units in US","An issue was identified with the mAs accuracy check performed on the system that could result in inaccuracies in the 10% to 20% range for exposure times longer than 15 msec.","12/19/2014","04/27/2015","04/29/2015","05/06/2015","OptimaXR200amx  PN 5555000-3, PN5555000-4"
"Devices","No","","70924","Terminated","GE Healthcare","3000 N Grandview Blvd","","Waukesha","WI","	53188-1615","United States","Voluntary: Firm Initiated","Letter","US Distribution to the states of: AZ, FL, GA, MO and WI.","Z-1407-2015","Class II","GE Healthcare Automatic Mobile X-Ray (AMX) Series:  Optima XR220 amx","6 units in US","An issue was identified with the mAs accuracy check performed on the system that could result in inaccuracies in the 10% to 20% range for exposure times longer than 15 msec.","12/19/2014","04/27/2015","04/29/2015","05/06/2015","OptimaXR220amx  PN 5555000-5, PN5555000-6"
"Devices","No","","70938","Terminated","Steris Corporation","5960 Heisley Rd","","Mentor","OH","	44060-1834","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution -- US, including the states of AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, I, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, & WY; and, the countries of Afghanistan, Canada, Japan, Kuwait, Mexico, Republic of Korea, & United Arab Emirates.","Z-1561-2015","Class II","AMSCO C and AMSCO 400 Steam Sterilizers, STERIS Corporation.    AMSCO C Small Sterilizer, AMSCO 400 Small Sterilizer, AMSCO 400 Medium Sterilizer.    Designed for sterilization of heat and moisture-stable materials used in healthcare facilities.      ","701 units","STERIS has identified that the control board software in select AMSCO 400 and AMSCO C units will interrupt and cancel a processing cycle should the selected sterilizer shutdown time coincide with a processing cycle.  This may result in a procedure delay.","02/19/2015","04/30/2015","01/20/2016","05/06/2015","AMSCO 400 Units: Serial #'s: 030051501 - 033641440; AMSCO C Units: Serial #'s: R020051501 - R023641403."
"Biologics","No","","70940","Terminated","The American National Red Cross - Southern Region","9851 Commerce Way","","Douglasville","GA","	30135-3101","United States","Voluntary: Firm Initiated","Letter","Georgia","B-0559-15","Class II","Platelets Pheresis Leukocytes Reduced Washed","1 unit","Blood product, labeled with an incorrect expiration date, was distributed.","02/24/2015","04/29/2015","04/29/2015","05/06/2015","W201215873123;"
"Biologics","No","","70954","Terminated","OneBlood, Inc.","8669 Commodity Cir","","Orlando","FL","	32819-9054","United States","Voluntary: Firm Initiated","FAX","Florida","B-0560-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood products, in which donor screening/deferral screening were not done or incorrectly performed, were distributed.","02/26/2015","04/29/2015","04/29/2015","05/06/2015","W038114039470;"
"Biologics","No","","70954","Terminated","OneBlood, Inc.","8669 Commodity Cir","","Orlando","FL","	32819-9054","United States","Voluntary: Firm Initiated","FAX","Florida","B-0561-15","Class II","Plasma Cryoprecipitated Reduced","1 unit","Blood products, in which donor screening/deferral screening were not done or incorrectly performed, were distributed.","02/26/2015","04/29/2015","04/29/2015","05/06/2015","W038114039470;"
"Biologics","No","","70954","Terminated","OneBlood, Inc.","8669 Commodity Cir","","Orlando","FL","	32819-9054","United States","Voluntary: Firm Initiated","FAX","Florida","B-0562-15","Class II","Cryoprecipitated AHF, Pooled","1 unit","Blood products, in which donor screening/deferral screening were not done or incorrectly performed, were distributed.","02/26/2015","04/29/2015","04/29/2015","05/06/2015","W038114980465;"
"Biologics","No","","70957","Terminated","Innovative Blood Resources","737 Pelham Blvd","","Saint Paul","MN","	55114-1739","United States","Voluntary: Firm Initiated","Letter","Minnesota; New Jersey; California","B-0558-15","Class II","Red Blood Cells Leukocytes Reduced","3 units","Blood products, which were collected from a donor who traveled to a malarial endemic area, were distributed.","02/20/2015","04/29/2015","04/29/2015","05/06/2015","W051514142594; W051514105408; W051514025963;"
"Devices","No","","70958","Terminated","Alphatec Spine, Inc.","5818 El Camino Real","","Carlsbad","CA","	92008-8816","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Distribution to the states of:  KS, LA, TN, NJ, KY, CA, FL, OR, OK, AZ, WI, CO, IN, NH, AR, UT, and AL., and to the countries of : Spain, Japan, Belgium, and Saudi Arabia.","Z-1547-2015","Class II","4.0mm Variable Angle, Self-Drilling Hexalobe Screw, 14mm    Alphatec Spine  Solutions for the Aging Spine  Trestle Luxe Anterior Cervical Plating System  REF 71240-14   LOT XXXXXX  Alphatec Spine, Inc.  EN: 4.0MM Variable Angle, Self--Drilling Hexalobe Screw, 14MM (TI-6AL-4V ELI)  NON STERILE  Single Use Only","(244 units in US and 61 units OUS)","During a field audit it was discovered by an employee that a 16mm Trestle Luxe Screw has been both laser marked and labeled as a 14mm Trestle Luxe Screw (4.0mm Variable Angle, Self-Drilling Hexalobe Screw, 14mm).  As a result the firm recalling the affected lots codes for this mislabeling.","04/10/2015","04/29/2015","07/10/2015","05/06/2015","Part Number: 71240-14  Lot: 685904"
"Devices","No","","70960","Terminated","Coloplast Manufacturing US, LLC","1601 W River Rd","","Minneapolis","MN","	55411-3431","United States","Voluntary: Firm Initiated","Visit","Worldwide - US Nationwide Distribution in the states of FL, NY, TX and the country of FRANCE","Z-1538-2015","Class II","Genesis Malleable Penile Prosthesis, 9.5 mm, Catalog /Item Number 91-9509SC/519250.    Product Usage:  The Coloplast Genesis Penile prosthesis is a flexible silicone elastomer device designed to be implanted into the penis for the management of erectile dysfunction.  ","11 (6 USA, 5 OUS)","Several lots of the 9.5 mm Genesis Malleable Penile Prosthesis were mislabeled. The Retail Box and Patient Labels indicate a size 9 mm, instead of 9.5 mm.  The device size is printed directly on the individual prosthesis tray during the packaging process and states the correct size, 9.5 mm.","04/09/2015","04/27/2015","09/11/2015","05/06/2015","4336612,   4364589 , 4413811,  4413812,  4336613, 4413810."
"Biologics","No","","70971","Terminated","Innovative Blood Resources","737 Pelham Blvd","","Saint Paul","MN","	55114-1739","United States","Voluntary: Firm Initiated","FAX","North Carolina","B-0575-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product, manufactured in a manner that may have compromised the sterility of the unit, was distributed.","02/06/2015","04/29/2015","04/29/2015","05/06/2015","W051515007227"
"Drugs","No","","70976","Terminated","Teva Pharmaceuticals USA","425 Privet Rd","","Horsham","PA","	19044-1220","United States","Voluntary: Firm Initiated","Letter","Nationwide","D-0970-2015","Class II","Fluoxetine Capsules USP, 10 mg, in 100-count bottles, Rx only, Manufactured by Pliva Krakow Pharmaceutical Company S.A., Krakow, Poland, Manufactured for Teva Pharmaceuticals USA, Sellersville, PA 18960. NDC 50111-647-01","","Chemical Contamination: Product recalled due to an elevated level of a residual solvent impurity in the API that exceeds the Threshold of Toxicological Concern (TTC) calculation for the impurity.","04/13/2015","04/27/2015","10/27/2016","05/06/2015","Lot #: 6A207012, Exp 7/2015."
"Drugs","No","","70976","Terminated","Teva Pharmaceuticals USA","425 Privet Rd","","Horsham","PA","	19044-1220","United States","Voluntary: Firm Initiated","Letter","Nationwide","D-0971-2015","Class II","Fluoxetine Capsules USP, 20 mg, packaged in a) 500-count bottles (NDC 50111-648-02), and (b) 1000- count bottles (NDC 50111-648-03), Rx only, Manufactured by Pliva Krakow Pharmaceutical Company S.A., Krakow, Poland; Manufactured for Teva Pharmaceuticals USA, Sellersville, PA 18960","","Chemical Contamination: Product recalled due to an elevated level of a residual solvent impurity in the API that exceeds the Threshold of Toxicological Concern (TTC) calculation for the impurity.","04/13/2015","04/27/2015","10/27/2016","05/06/2015","Lot #: a) 6A208123, Exp 8/2015; b) 6A208121, Exp  8/2015."
"Biologics","No","","70983","Terminated","American Red Cross Blood Services","4050 Lindell Blvd","","Saint Louis","MO","	63108-3202","United States","Voluntary: Firm Initiated","E-Mail","France; Illinois; California","B-0549-15","Class II","Cryoprecipitated AHF","1 unit","Blood products, collected from a donor for which donor suitability was not adequately determined, were distributed.","03/06/2015","04/29/2015","04/29/2015","05/06/2015","W201114194243"
"Devices","No","","70993","Terminated","Zimmer Gmbh","Sulzer Allee 8","","Winterthur","","	","Switzerland","Voluntary: Firm Initiated","Letter","Distributed to the states of IN, GA, WI, MO, PA, KS, TN, and NY.","Z-1523-2015","Class II","Anatomical Shoulder Handle for Rasp  Item: 01.04233.000    Used during total joint arthroplasty of the shoulder.","30 units","Complaints of difficulties to attach the Anatomical Shoulder Rasps (high resistance) or, once attached, due to difficulties to remove the handle (seizing up of the two components).  This has the potential for delay in surgery.","03/18/2015","04/27/2015","09/23/2015","05/06/2015","Lot Number(s):   13870129 &   13878179."
"Drugs","No","","71002","Terminated","Hospira Inc.","600 N Field Dr","","Lake Forest","IL","	60045-4835","United States","Voluntary: Firm Initiated","Letter","Nationwide, Puerto Rico and Guam.","D-0972-2015","Class II","Ketorolac Tromethamine Inj. USP, 30 mg (30 mg/mL), 1 mL Fill, Single-dose vial, Rx Only, Hospira Inc., Lake Forest, IL --- NDC 00409-3795-01--- Also labeled under NOVAPLUS label NDC 00409-3795-49","","Crystallization","04/13/2015","04/28/2015","12/04/2017","05/06/2015","Lots 35-231-DK, 35-235-DK, 35-507-DK Exp. Date 1NOV2015;   Lot 36-136-DK Exp. Date 1DEC2015;   Lot 37-146-DK Exp. Date 1JAN2016;   Lot 38-138-DK Exp. Date 1FEB2016;   Lots 39-103-DK, 39-255-DK Exp. Date 1MAR2016;   Lots 40-539-DK, 40-549-DK, Exp. Date 1APR2016;   Lot 41-079-DK Exp. Date 1MAY2016;   Lots 42-252-DK, 42-254-DK Exp. Date 1JUN2016;   Lots 43-262-DK, 43-263-DK Exp. Date 1JUL2016;   Lots 45-031-DK, 45-032-DK, 45-033-DK Exp. Date 1SEP2016;   Lot 46-001-DK Exp. 1OCT2016 - Note: The lot number may be followed by additional numbers from 01 to 99    NOVAPLUS label  Lot 35-230-DK Exp. Date 1NOV2015;  Lot 40-535-DK Exp. Date 1APR2016 - Note: The lot number may be followed by additional numbers from 01 to 99"
"Drugs","No","","71002","Terminated","Hospira Inc.","600 N Field Dr","","Lake Forest","IL","	60045-4835","United States","Voluntary: Firm Initiated","Letter","Nationwide, Puerto Rico and Guam.","D-0973-2015","Class II","Ketorolac Tromethamine Inj. USP, 60 mg (30 mg/mL), 2 mL Fill, Single-dose vial, Rx Only, Hospira Inc., Lake Forest, IL --- NDC 00409-3796-01 --- Also labeled under NOVAPLUS label NDC 00409-3796-49    ","","Crystallization","04/13/2015","04/28/2015","12/04/2017","05/06/2015","Lot 38-135-DK, 38-136-DK Exp. Date 1FEB2016;  Lots 44-075-DK, 44-356-DK Exp. Date 1AUG2016;   Lots 44-357-DK, 44-358-DK Exp. Date 1AUG2016;  Lot 46-308-DK Exp. Date 1OCT2016  - Note: The lot number may be followed by additional numbers from 01 to 99    NOVAPLUS label  Lot 38-137-DK Exp. Date 1FEB2016  - Note: The lot number may be followed by additional numbers from 01 to 99"
"Devices","No","","71015","Terminated","Nihon Kohden America Inc","15353 Barranca Pkwy","","Irvine","CA","	92618-2216","United States","Voluntary: Firm Initiated","Letter","US Distribution to states of: AL, CO, DE, FL, GA, HI, KY, IL, IN, MA, MD, MI, MN, MO, NC,, ND,  NJ,  NY.OH, PA, and  WV.","Z-1543-2015","Class II","Remote Network Station, Catalog RNS-9703, Model No. RNS-9703-19, RNS-9703-24, Software version 02.40.    The RNS 9703 is intended for use by medical professionals to provide secondary cardiac and vital signs monitoring for multiple patients within a medical facility. The device will display physiological data from up to 16 telemetry receiver/transmitters or bedside monitors and generate an alarm when a measured parameter falls outside a pre-set limit or when life threatening arrhythmias are detected.","208 units","Nihon Kohden America (NKA) is recalling the Remote Network Station (RNS) 9703 because it may fail to sound.","04/14/2015","04/28/2015","10/01/2015","05/06/2015","RNS-9703-019 Serial Number 2002 and higher  RNS-9703-024 Serial Number 2002 and higher    Serial number  2040  2041  2042  2043  2044  2045  2014  2015  2016  2017  2030  2031  2060  2061  2062  2067  2068  2069  2070  2033  2095  2096  2097  2098  2029  2036  2039  2041  2042  2043  2044  2045  2046  2047  2048  2049  2123  2011  2012  2013  2022  2023  2024  2025  2026  2027  2028  2032  2037  2106  2037  2038  2010  2077  2078  2034  2035  2021  2022  2023  2024  2028  2029  2059  2060  2061  2062  2063  2002  2063  2064  2065  2105  2066  2006  2007  2099  2109  2110  2030  2031  2050  2051  2052  2053  2054  2055  2056  2057  2058  2032  2046  2047  2048  2049  2050  2051  2052  2053  2054  2055  2056  2057  2058  2059  2064  2065  2066  2067  2068  2069  2070  2071  2072  2073  2074  2075  2076  2077  2078  2079  2080  2081  2082  2083  2084  2085  2086  2087  2088  2089  2090  2091  2092  2093  2094  2095  2096  2097  2098  2099  2100  2101  2102  2103  2104  2100  2009  2111  2112  2113  2003  2004  2005  2006  2007  2008  2009  2010  2011  2012  2013  2014  2015  2016  2017  2018  2019  2020  2071  2072  2073  2074  2075  2018  2019  2033  2034  2036  2101  2086  2087  2088  2089  2080  2081  2082  2083  2084  2085  2025  2026  2027  2038  2039  2021  2003  2004  2005  2020  2090  2091  2092  2093  2094  2008"
"Devices","No","","71021","Terminated","Biosense Webster, Inc.","15715 Arrow Hwy","","Irwindale","CA","	91706-2006","United States","Voluntary: Firm Initiated","Letter","US nationwide distribution.","Z-1525-2015","Class II","WEBSTER HIS Catheter, 4 Pole Fixed Curve with Auto ID Technology, for mapping of cardiac structure; i.e., stimulation and recording only.    Catalog No: 01085413","503 units","The Webster HIS catheter, 4Pole Fixed Curve with Auto ID, is not being recognized by the CARTO 3 navigation System.","04/17/2015","04/27/2015","12/10/2015","05/06/2015","Lot No.  17147443M,  17177237M,  17196045M,   17142745M,  17176185M,  17191133M,  17177957M,  17162927M,  17163734M,  17159129M,  17157116M,  17144954M,  17192170M,  17192723M,  17173428M,  17174967M,  17174968M,  17194186M,  17194707M,  17153400M,  17154595M,  17176186M,  17142888M,  17167809M,  17167282M,  17158235M,  17159407M,  17151134M,  17154141M,  17176477M,  17176478M,  17172465M,  17145731M,  17146665M,  17172058M."
"Biologics","No","","71037","Terminated","Old Dominion Eye Foundation, Inc.","9200 Arboretum Pkwy Ste 104","","North Chesterfield","VA","	23236-3489","United States","Voluntary: Firm Initiated","Telephone","Virginia","B-0584-15","Class II","Cornea","1 human cornea","Human cornea, recovered from a donor whose donor eligibility determination failed to ensure that the donor was free from risk factors for, and clinical evidence of infection due to relevant communicable disease agents and diseases, was distributed.","04/15/2015","04/30/2015","04/30/2015","05/06/2015","20150069OSCN"
"Biologics","No","","71038","Terminated","Old Dominion Eye Foundation, Inc.","9200 Arboretum Pkwy Ste 104","","North Chesterfield","VA","	23236-3489","United States","Voluntary: Firm Initiated","Telephone","Virginia","B-0585-15","Class II","Cornea","2 human corneas","Human corneas, recovered from a donor whose donor eligibility determination failed to ensure that the donor was free from risk factors for, and clinical evidence of infection due to relevant communicable disease agents and diseases, were distributed.","04/15/2015","04/30/2015","04/30/2015","05/06/2015","20150050ODCN; 20150050OSCN;"
"Biologics","No","","71039","Terminated","Old Dominion Eye Foundation, Inc.","9200 Arboretum Pkwy Ste 104","","North Chesterfield","VA","	23236-3489","United States","Voluntary: Firm Initiated","Telephone","Virginia","B-0586-15","Class II","Cornea","1 human cornea","Human cornea, recovered from a donor whose donor eligibility determination failed to ensure that the donor was free from risk factors for, and clinical evidence of infection due to relevant communicable disease agents and diseases, was distributed.","04/15/2015","04/30/2015","04/30/2015","05/06/2015","20140220OSCN"
"Devices","No","","71061","Terminated","Pega Medical Inc.","1111 Autoroute Chomedy","","Laval","","	","Canada","Voluntary: Firm Initiated","E-Mail","Worldwide distribution.  US in Delaware, Florida, Nebraska, and New York;   Australia, Brazil, and United Kingdom.","Z-1546-2015","Class II","Female Driver, Part number FDr101, instrument used for the insertion of the Fassier-Duval IM Telescopic System.  For orthopedic procedures.      This instrument is included in the Fassier-Duval IM Telescopic System instrument tray. This instrument is marked with the catalogue number and lot number.","9 units (5 units in the US and 4 units international)","The hexagonal tip of the Female Driver instrument for the Fassier-Duval IM Telescopic System is 0.06 mm under the specifications. This may result in a reduction of the total strength of the instrument, possibly leading to deformation, wear, and tip breakage.","04/10/2015","04/29/2015","06/29/2015","05/06/2015","Lot 290609-01"
