Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","","78865","Ongoing","Pet Apothecary Llc","8850 N Port Washington Rd","","Milwaukee","WI","	53217-1676","United States","Voluntary: Firm initiated","Telephone","IL","V-0099-2018","Class I","Phenobarbital Capsule, 6 MG. The Pet Apothecary, 407 W. Silver Spring Dr., Milwaukee, WI 53217.  NDC: 38779-0852-05","60 capsules","Animal drug is superpotent.","10/20/2017","06/28/2018","","06/06/2018","Lot: 224590"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2004-2018","Class II","Multi-Lumen Central Venous Catheterization Kit with Blue FlexTip(R), ARROWg+ard Blue PLUS(R) Catheter, Sharps Safety Features, and Maximal Barrier Precautions; Product Codes: ASK-45703-SCH; ASK-45703-UAB, ASK-45703-VAH                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Code ASK-45703-SCH:  13F17B0193  13F17E0461  13F17G0450      Product Code ASK-45703-UAB:  13F17C0210    Product Code ASK-45703-VAH:  13F16M0294  13F17E0398  13F17H0074"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2005-2018","Class II","ARROWgard Blue PLUS Triple-Lumen CVC Kit with Blue FlexTip Catheter; Product Code: ASK-45703-VC                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0219  13F17C0013  13F17C0431  13F17D0166  13F17F0070  13F17F0714  13F17G0590  13F17J0392  13F17L0070"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2006-2018","Class II","4Fr. Catheter Clamp with Fastener; Product Code: CC-00004                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0199  13F17C0048  13F17D0270  13F17F0258  13F17G0529"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2007-2018","Class II","5Fr. Catheter Clamp with Fastener; Product Code: CC-00005                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0198  13F17C0056  13F17D0135  13F17D0236  13F17F0075  13F17F0600  13F17G0179  13F17H0107  13F17H0367  13F17J0198  13F17K0212"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2008-2018","Class II","7Fr. Catheter Clamp with Fastener; Product Code: CC-00007                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0257  13F17D0260  13F17E0342  13F17F0076  13F17F0795  13F17J0271"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2009-2018","Class II","8Fr. Catheter Clamp with Fastener; Product Code: CC-00008                  ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0050  13F17D0271  13F17F0078  13F17J0276"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2010-2018","Class II","Clear Fenestrated Drape with Adhesive; Product Code: CD-00001                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17G0258  13F17J0281"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2011-2018","Class II","Spring-Wire Guide Introducer Catheter Assembly; Product Code: CN-04018                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0039  13F17C0181  13F17D0226  13F17E0065  13F17E0724  13F17F0651  13F17G0531  13F17H0377  13F17J0273  13F17L0216  13F17L0218"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2012-2018","Class II","TheraCath(R) Epidural Catheter; Product Code: EC-05000                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0147  13F17C0176  13F17C0419  13F17E0464  13F17F0039  13F17F0498  13F17F0609  13F17F0789  13F17G0250  13F17J0076  13F17K0413  13F17K0414  13F17K0415  13F17K0416"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2013-2018","Class II","0.2 Micron Flat Epidural Filter; Product Code: EF-05500                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17D0240  13F17G0371  13F17K0408"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2014-2018","Class II","Arrow-Johans"" ECG Adapter for Right Atrial Electrocadiography (RAECG); Product Code: EG-04900                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17C0326  13F17E0123  13F17F0584  13F17G0519  13F17H0292"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2015-2018","Class II","ARROW JACC with Chlorag+ard Technology; Product Code: JR-42063-HPHNM and JR-42563-HPHNM                ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product code JR-42063-HPHNM:  13F17C0327    Product code JR-42563-HPHNM:  13F17F0099"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2016-2018","Class II","10 cc Luer-Slip Loss of Resistance Syringe; Product Code: LR-05501          ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17C0328  13F17F0296  13F17G0202  13F17H0104  13F17J0207"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2017-2018","Class II","Percutaneous Sheath Introducer Kit with ARROWgard Blue¿ Sheath  and Integral Hemostasis Valve/Side Port for use with 7 - 7.5 Fr. Catheters; Product Codes: MSO-29802-AHS and MSO-29903-AHS          ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Code MSO-29802-AHS:  13F17C0408  13F17E0419  13F17F0683  13F17H0283  13F17K0545    Product Code MSO-29903-AHS:  13F17E0607  13F17G0356  13F17K0327  13F17L0350"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2018-2018","Class II","ARROWgard Blue PLUS¿ Multi-Lumen CVC Kit with Blue FlexTip¿ Catheter; Product Code: MSO-45703-AHS        ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17C0230  13F17D0161  13F17F0068  13F17G0364  13F17H0351  13F17J0387  13F17K0579  13F17L0487"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2019-2018","Class II","Arterial Catheterization Kit; Product Code:NA-04550-1A        ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0315  13F17C0033  13F17C0462  13F17F0145  13F17F0550  13F17G0229  13F17H0049  13F17H0328"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2020-2018","Class II","PICC Catheter Trimmer ; Product Code:PC-00001-T        ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17C0349  13F17F0300"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2021-2018","Class II","Peel Away Sheath over Dilator; Product Codes: PL-05041 and PL-05052        ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Code: PL-05041   13F17G0050  13F17J0360  13F17K0376    Product Code and PL-05052:  13F17C0435  13F17E0720  13F17G0077  13F17G0514"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2022-2018","Class II","Echogenic Needle; Product codes: PN-00215-E and PN-00217-E      ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Codes PN-00215-E:  13F17J0072  13F17K0211  13F17L0700    Product code PN-00217-E:  13F17C0329  13F17E0118  13F17F0503  13F17G0093  13F17G0534  13F17H0383  13F17L0234"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2023-2018","Class II","ARROW PICC Set; Product codes: PR-34052-HPHNM, PR-34063-HPHNM, PR-35041-HPHNM, PR-35052-HPHNM, PR-35541-HPHNL, PR-35541-HPHNM, PR-35552-HPHNL, PR-35552-HPHNM    ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Code PR-34052-HPHNM:  13F17C0351    Product Code  PR-34063-HPHNM:  13F17F0192    Product Code PR-35041-HPHNM:  13F17B0290  13F17C0231  13F17D0238  13F17F0276  13F17F0577  13F17H0365  13F17J0409  13F17K0490  13F17L0394  13F17L0395      Product Code PR-35052-HPHNM:  13F17B0092  13F17B0256  13F17C0043  13F17D0094  13F17D0239  13F17E0224  13F17F0586  13F17H0354  13F17J0196  13F17K0549  13F17L0474  13F17L0697  13F17M0121      Product Code PR-35541-HPHNL:  13F17F0219  13F17H0523      Product Code PR-35541-HPHNM:  13F17A0110  13F17B0046  13F17B0161  13F17C0353  13F17F0652      Product Code PR-35552-HPHNL:  13F17B0322  13F17J0008      Product Code PR-35552-HPHNM:  13F17B0109  13F17B0318  13F17F0245"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2024-2018","Class II","ARROW PICC Set; Product codes: PR-35563-HPHNL and PR-35563-HPHNM   ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product Code PR-35563-HPHNL:  13F17F0445    Product Code PR-35563-HPHNM:  13F17K0495"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2025-2018","Class II","Arrow PICC  with Chlorag+ard Technology; Product codes: PR-44041-BAS, PR-44052-BAS, PR-44063-BAS, PR-45041-BAS, PR-45052-BAS, PR-45063-BAS, PR-45541-BAS,PR-45541-HPHNL, PR-45541-HPHNM, PR-45552-BAS, PR-45552-HPHNL,PR-45552-HPHNM, PR-45563-BAS, PR-45563-HPHNL, PR-45563-HPHNM             ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   Product code: PR-44041-BAS:   13F17F0101     PR-44052-BAS:  13F17F0103  13F17K0128    PR-44063-BAS:  13F17F0104  13F17K0129    PR-45041-BAS:  13F17F0105  13F17K0241    PR-45052-BAS:  13F17F0106  13F17K0236    PR-45063-BAS:  13F17J0203  13F17K0471    PR-45541-BAS:  13F17F0107    PR-45541-HPHNL:  13F17A0165  13F17D0327  13F17G0008  13F17H0416  13F17H0572  13F17K0238  13F17L0049      PR-45541-HPHNM:  13F17B0174  13F17C0188  13F17E0738  13F17G0006      PR-45552-BAS:  13F17F0108  13F17K0237    PR-45552-HPHNL:  13F17C0467  13F17E0017  13F17E0758  13F17F0523      PR-45552-HPHNM:  13F17B0178  13F17C0469  13F17E0120  13F17G0412  13F17H0393  13F17J0172  13F17L0335      PR-45563-BAS:  13F17F0109    PR-45563-HPHNL:  13F17C0354  13F17D0341  13F17J0402      PR-45563-HPHNM:  13F17L0688"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2026-2018","Class II","VPS Rhythm ECG Accessory Pack with Johans Adapter; Product codes: RHY-100-ECGJ","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0120  13F17A0287  13F17C0018  13F17D0136  13F17E0122"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2027-2018","Class II","VPS Rhythm ECG Accessory Pack ; Product codes: RHY-100-ECGO","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0288"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2028-2018","Class II","VPS TipTracker Stylet Accessory; Product codes: RHY-177-TTSAP","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0119  13F17D0019  13F17D0130  13F17D0186  13F17D0278  13F17E0113  13F17F0193  13F17F0480  13F17G0074  13F17G0329  13F17G0506  13F17H0536  13F17J0208  13F17K0438"
